date,AAPL,AMZN,ANSS,ATVI,CELG,ISRG,MNST,MSFT,NFLX
2004-01-01,0.004214385887096775,-0.0020309417741935475,-0.0011171645322580646,-0.0016688171935483863,5.338266129032232e-05,-0.00036792359677419314,0.0027208193709677415,-0.0024241069193548384,0.0009527735967741934
2004-04-01,0.0030018129032258058,0.0044445167580645165,0.003972285451612903,-0.0017210064193548375,0.005212804483870968,-0.00036705193548387046,0.008443933935483872,0.0016459999838709678,-0.0005676388548387111
2004-07-01,0.004769516296875,-0.002720473062500002,0.003037302484375,-0.002460112781249999,0.0011605933437499995,0.0015547113593749997,-0.000898899843750001,-0.0007845126250000001,-0.011097527890624998
2004-10-01,0.002117685234375001,0.0008118465937499994,0.0024855190625000002,0.0030240354375,-0.002328182265625,0.005274518562500003,0.0019734992187499995,0.00044587346875,-0.005477016343749998
2005-01-01,-0.0016620629344262295,0.00068173468852459,-0.0029936519836065564,0.0010777489672131148,0.0007354121639344263,-0.0016923712131147537,0.0038056232459016395,-0.001957786213114755,-0.0075416385573770514
2005-04-01,-0.001974553796875,0.0005372636562499997,0.00019052542187499965,8.010432812500048e-05,-0.0014198571875000002,-0.00023249292187499997,7.405579687499975e-05,0.0009405083750000001,0.004439491718749999
2005-07-01,0.004128967265625001,0.004679618671875,0.0017921956406250009,0.0035944389218749992,0.004435709734374997,0.005077846281249998,-0.0006610946718749995,0.0006388169062499999,0.0030892644843749997
2005-10-01,0.0024377338095238096,0.0013762613650793645,0.0014120519047619048,-0.0037642614444444436,-0.00025010677777777794,0.001139828523809523,0.0027316466825396814,0.00011740712698412685,-0.000864181317460318
2006-01-01,-0.00586684801612903,-0.0003916083870967743,0.005793837725806452,0.0006892000322580642,0.0042688292096774196,0.0006881283870967745,0.0024929196935483872,0.0016903439193548385,0.0012837006612903224
2006-04-01,-0.005844633968253967,0.0013996539841269842,-0.0013271109999999995,-0.0047177796666666655,-0.0029466706190476206,-0.004190016380952381,0.0010057032222222217,-0.0020962764920634917,-0.0018908401904761908
2006-07-01,0.0012597905555555558,-0.00044736539682539565,-5.277079365079454e-05,0.0022356905714285714,-0.0005789000634920636,-0.0008859828730158723,-0.005122699015873016,0.001286108761904762,-0.0006058723968253957
2006-10-01,-0.00022820799999999998,0.003625946571428571,0.00043375420634920645,0.00031577433333333354,0.003230192714285713,-0.000639744714285714,0.002160033968253969,0.0023183448571428567,0.0002533351904761904
2007-01-01,-6.168857377049177e-05,0.0014350939180327873,0.002464704852459017,8.559098360656038e-06,-0.0002984696065573771,0.0013962900163934427,0.0008125772622950831,-0.0005185098196721311,-0.0036430147213114762
2007-04-01,-0.00016606094126984215,0.006123867999999997,3.870238095238105e-05,-0.0002947859682539682,3.4223047619048286e-05,0.000589310173015873,0.003705895380952381,0.0013079027936507938,0.00013272125396825428
2007-07-01,-0.0006473979999999994,0.0010252972380952387,0.002862864984126985,0.001271660158730159,0.003325478365079365,0.0033346850111111107,0.0004363644761904756,0.0007993438253968255,-0.00018897431746031656
2007-10-01,-0.0018584996406250003,-0.00039513826562500047,-0.0008982134062500008,-0.00158005340625,-0.006382340718749999,0.0009689227343749994,-0.0005796180468750008,0.0003671823281249996,0.003259181656249999
2008-01-01,-0.0035813194262295104,0.0005066316229508196,-0.0011607607049180333,-0.001457509606557376,0.004438726868852459,0.002178842918032787,-0.0024137748688524583,-0.003208859295081967,0.0029683171475409836
2008-04-01,0.0005661701249999995,0.0009333061406250004,0.0046621678750000005,0.003778399921875,0.00043814637500000033,-0.0018229129687500002,-0.0024795695468750015,-0.0012643162656250002,-0.00203226215625
2008-07-01,-0.0034733921250000004,-0.00036397412499999905,-0.002117776484375,-0.0005586124843749995,-0.0030437622031250005,-0.0013577846406250004,0.0031418655,-0.00011771635937499973,0.0035999798749999997
2008-10-01,-0.0032028970781250005,0.0037200311718750007,-0.003167162359375001,-0.010125315484375005,-6.341607812500004e-05,-0.006638788062500003,0.006089586656250001,-0.0032126894687500014,0.0035367457343749996
2009-01-01,0.0037686589672131154,0.00537706731147541,0.0014523100163934422,0.004101288606557378,-0.0012848681311475407,-0.0017765337868852465,0.0005351525409836059,-0.00040604100000000005,0.007425397032786885
2009-04-01,0.0036934264603174605,0.0024344938888888894,0.005033950222222225,-0.0012462613492063492,0.00442598196825397,0.008439948936507933,-0.004246011650793649,0.0023567189365079357,-0.000771102349206349
2009-07-01,0.0015891110937499993,0.0025720204374999993,0.0037077184062499994,-0.0031209833593750015,0.0010496963437500002,0.005113715906250003,0.0013447111406250003,0.0024227216562500006,0.0026783281250000006
2009-10-01,-0.00138909465625,0.0009027928515625001,0.0030067672656250008,-0.004405980265624998,-0.0011901140156250004,0.003936631218749999,0.002532892953124999,0.0020911922343749994,0.003576944328124999
2010-01-01,-0.0004260145540983605,-0.0009319123606557373,0.00029991414754098364,0.00112363637704918,0.001093806,0.0013795697213114754,0.0011496069836065576,-0.001085647262295082,0.003340397163934426
2010-04-01,-0.002092756063492064,-0.001985285079365079,4.469898412698458e-05,-0.0027097739841269847,-0.003258194015873016,-0.002098868666666667,0.0012367586825396822,-0.0033272851587301594,0.006450137126984125
2010-07-01,0.00020952684375000034,0.007741833240624998,0.0013780873437500003,0.0012874299531250002,0.0014645462968750004,-0.00120844534375,0.0018165117968749988,0.00029679518750000004,0.005634050515625
2010-10-01,0.00034577092187499997,0.0004820440937499997,0.003391451390624999,0.0006411963437500002,-0.00015552803124999987,-0.0010532955625000002,0.0011587727187500002,0.0015221404687499997,-0.0013140962499999997
2011-01-01,0.000885747483870967,0.0012156989516129031,0.0005289839032258067,-0.0007388363870967741,0.00012438916129032363,0.0025538326451612905,0.002193478661290323,-0.0007897799516129028,0.0028919850645161282
2011-04-01,-0.0018689917492063484,0.0021320307777777784,0.0005761276825396824,0.0013909940158730158,0.0008148792380952378,0.002731840634920635,0.004059880825396826,0.0002638592222222224,0.002647931488888888
2011-07-01,0.0011243715468750005,0.00010042318750000026,-0.0009287955624999995,0.0010136459218750002,0.0012028588437499996,0.0014231256859374999,0.00218603846875,0.0021815045156249996,-0.007811374796875
2011-10-01,-0.0007386805714285717,-0.0033936552222222213,0.0015020518888888873,-4.1893222222222584e-05,-5.603052380952374e-05,0.0016248304603174606,-0.00014920014285714297,-0.0006201219365079368,-0.002587142269841272
2012-01-01,0.0020713267516129035,0.004991701032258065,0.0028211272580645156,-0.00034990522580645157,0.002387251129032258,0.002996613064516131,0.0027459672419354836,0.0030643856451612918,0.00580078591935484
2012-04-01,-0.0026610388904761894,0.0007667686666666665,0.0005425932063492067,0.0001437499206349206,-0.0007217799999999994,7.308844444444468e-05,-0.001566829952380953,-0.0013014645079365084,-0.00464378034920635
2012-07-01,0.001256884285714286,0.0009452941158730163,0.0014805357301587298,-0.0012381249365079365,0.0018900363650793642,-0.0008275307460317461,-0.0016453890476190475,-0.00043738603174603186,-0.0023027046349206356
2012-10-01,-0.004407625548387096,-0.0007493306080645159,-0.0011203998225806462,-0.0014463852580645158,-0.0015448325645161286,0.0006352228387096771,0.0013992401451612898,-0.0022706348064516126,0.0113861370483871
2013-01-01,-0.002856414783333333,-0.0013153948999999991,0.003259243783333333,0.00404235965,0.0059003412500000015,-0.003026722883333334,-0.0029267993500000015,0.0003273235166666667,0.0036959491666666653
2013-04-01,-0.001721423725,0.000967949828125,-0.0007480070937499999,0.00013554495312499985,-0.0015687711093749998,0.0013202996312500004,0.004538404562500001,0.00430150846875,-0.003358430296875001
2013-07-01,-0.0003330036562499999,0.0014615678593750004,0.0010636334843749998,-0.00013922150000000036,0.002172230640625,-0.00109924315625,-0.003590262375,0.00027006262500000005,0.004712038671874999
2013-10-01,0.000678977921875,0.000726827784375,-0.00022320892187499997,0.0006271976875,-0.0002802052656249998,0.0014003138124999994,0.002565900062499999,0.0009582026093750008,-0.0012723660468750004
2014-01-01,-0.00013875538032786893,-0.0033511697868852455,-0.0031895118032786883,-0.00034176722950819704,-0.003907280409836066,0.0018812153770491789,-0.0014246749508196723,-0.00017086649180327883,-0.003488892967213114
2014-04-01,0.0015175603968253966,-0.0008920995079365075,-0.0003620731428571427,-0.000711341952380952,0.0022584766349206353,-0.0016571266825396818,0.0006652909999999995,0.00010728709523809527,0.0025481176190476178
2014-07-01,0.0003597861953124998,0.0008307993984374998,-0.0002358360468749999,-0.0030120741562499995,0.000778443703125,0.00022952833437500048,0.00021256971874999972,0.0015543199999999999,-0.0007099307187499997
2014-10-01,0.00026965507656250004,0.0006768642968749998,0.0016782226406249997,-0.0029493546250000005,0.00185854453125,0.0021877704671875004,0.0009520461718750001,-0.0001153534687499999,0.00010528759218750022
2015-01-01,-0.0019383685901639346,0.0019865172131147547,0.0013257742295081968,0.0020896896393442625,-0.0008870394262295081,-4.60070655737706e-05,0.0016792195737704916,-0.000425487704918033,-4.3888770491803806e-05
2015-04-01,-0.0010525299682539685,0.0002648001904761904,0.001043428222222222,0.0006660813809523808,7.794684126984127e-05,0.00015037397936507917,-9.957555555555433e-06,0.0014767910793650793,0.0020942815730158734
2015-07-01,-0.0009767448453125004,-0.002555658585937501,0.00016231714062500015,0.0020063804843749996,-0.00153064109375,-0.0009296927656250001,0.0005055738687499997,0.0013839416718749995,-0.00016580264062499982
2015-10-01,-0.0005859056093749996,0.001193676265625,0.0016016807500000003,0.0026100512656250007,0.00026985914062500004,0.0013448793593749998,-0.0004944233125,0.002246391640624999,0.002584667437499997
2016-01-01,0.0008792061639344263,-0.0006403585081967223,-9.385037704917998e-05,-0.000441833262295082,-0.0017239930327868863,0.0021486242737704915,-0.0003520674098360649,-0.00014336542622950813,-0.0011784048032786878
2016-04-01,-3.475065625000001e-05,0.0015343347500000007,0.0029054280625,0.0016185934218750002,0.000543795234375,0.0020349332031249995,0.0018007293281249997,0.0013908686875,-0.001006619759375
2016-07-01,0.00157400921875,0.0010941169375,2.230753124999994e-05,0.0004328180156249997,-0.00010328882812500004,4.315504843749997e-05,-0.001654143046875,0.0011195054531250002,0.0023972595468750007
2016-10-01,0.0011184400793650797,-0.0031170135079365076,0.00028833396825396815,-0.0033175616507936513,0.00044401691428571396,-0.002263872795238096,-0.0017102982539682536,-0.00022560638095238102,0.0010021070111111117
2017-01-01,0.0030883042709677422,0.002336037285483871,0.0026748729354838714,0.0034030062580645156,0.0005878045000000002,0.0033525173225806447,-0.0023077864677419355,0.00037520625806451604,2.458690322580665e-05
2017-04-01,-0.0005836331174603178,-0.0015734647936507939,0.0011378468730158737,0.0002678879523809524,0.0003564761111111109,0.0013277724285714282,0.000682317047619048,-6.607863492063495e-05,-0.001780211119047619
2017-07-01,-0.0003733290634920638,-0.001379959280952381,-1.1445587301587462e-05,0.0007075418888888889,0.0011513436190476191,0.0012493103174603172,0.0011779678412698411,0.0011578525396825396,0.0016903875238095231
2017-10-01,0.00113285626984127,0.0005243564650793653,0.0011158732698412705,-0.0012293472063492066,-0.0017948351380952378,-0.0011110492857142858,0.00294309046031746,0.00023864571428571418,-0.0005778909841269837
2018-01-01,-0.0004755928360655739,0.0006301767049180329,0.0001043400819672132,-9.657472131147594e-05,-0.0029023898524590157,2.887416393442546e-05,-0.0012507617049180328,-0.0010519319508196722,0.0025894588114754114
2018-04-01,0.0010686075000000009,-0.0007116799062500002,0.002079779990624999,0.0008892725625000002,-0.002883145359375,0.0008499757343750004,0.00023761071875000021,-0.00016269906718750023,-0.00012920135937499988
2018-07-01,0.0013495401380952381,0.00038982130158730173,0.0011597628793650792,0.0010171696190476194,0.0013092685873015877,0.0014483938412698412,-8.139701587301598e-05,0.001411509638095238,0.0007628598730158728
2018-10-01,-0.003417679571428571,-0.005362613157142857,-0.006541090761904763,-0.007373805873015873,-0.006356948238095236,-0.003959985555555556,-0.0006439926507936501,-0.0036369503809523815,-0.006197346685714285
